Date,Treasury_SF_2Y,Treasury_SF_5Y,Treasury_SF_10Y,Treasury_SF_20Y,Treasury_SF_30Y
2004-06-23,-162.697,-77.3625,-112.3995,-93.6475,
2004-06-24,-167.5618888888889,-75.75988888888887,-112.94288888888887,-76.98888888888888,
2004-06-25,-174.18622222222223,-81.40949999999998,-120.64449999999998,-93.64249999999998,
2004-06-28,-167.18277777777777,-82.69900000000001,-132.63500000000002,-109.55700000000002,
2004-06-29,-46.01066666666665,-94.2097777777778,-128.9727777777778,-111.18277777777782,
2004-06-30,-54.85933333333334,-104.60655555555554,-147.57055555555556,-162.62355555555555,
2004-07-01,-54.85933333333334,-72.22266666666667,-106.14766666666668,-99.43466666666667,
2004-07-02,-54.85933333333334,-86.10166666666667,-107.80966666666669,-86.72066666666667,
2004-07-06,-54.85933333333334,-66.55400000000002,-97.26200000000001,-93.16000000000001,
2004-07-07,-54.85933333333334,-65.46033333333334,-91.33933333333333,-81.98633333333333,
2004-07-08,-54.85933333333334,-59.53955555555558,-91.46855555555557,-90.56255555555558,
2004-07-09,-54.85933333333334,-72.5638888888889,-98.87088888888889,-109.64888888888888,
2004-07-12,-54.85933333333334,-65.85855555555555,-93.16155555555557,-87.86755555555555,
2004-07-13,-54.85933333333334,-74.69100000000002,-116.09000000000002,-129.85600000000002,
2004-07-14,-54.85933333333334,-71.118,-105.864,-100.41,
2004-07-15,-54.85933333333334,-68.08933333333333,-105.29433333333333,-100.37933333333334,
2004-07-16,-54.85933333333334,-76.87866666666666,-106.44666666666667,-101.06666666666668,
2004-07-19,-54.85933333333334,-69.23866666666667,-98.87166666666667,-112.61066666666667,
2004-07-20,-109.37666666666668,-76.80466666666668,-108.22966666666667,-117.42266666666669,
2004-07-21,-109.37666666666668,-81.00111111111109,-118.11811111111108,-135.03011111111107,
2004-07-22,-109.37666666666668,-88.48200000000001,-109.86500000000001,-90.24400000000001,
2004-07-23,-109.37666666666668,-78.50822222222222,-84.31522222222222,-107.65722222222222,
2004-07-26,-109.37666666666668,-53.17588888888889,-59.775888888888886,-51.95688888888887,
2004-07-27,-109.37666666666668,-64.70599999999999,-71.16599999999998,-63.987999999999985,
2004-07-28,-109.37666666666668,-80.05566666666668,-92.62466666666668,-85.61866666666667,
2004-07-29,-109.37666666666668,-69.73366666666668,-89.99466666666667,-101.25966666666669,
2004-07-30,-109.37666666666668,-62.35344444444442,-77.07644444444442,-105.86644444444443,
2004-08-02,-109.37666666666668,-68.50933333333334,-76.57033333333335,-113.50433333333335,
